DSC_2390,RAB,2383,v,vis,snake
DSC_2482,RAB,2433,v,vis,snake
DSC_2483,RAB,2433,d,vis,snake
DSC_2519,RAB,2499,d,vis,snake
DSC_2522,RAB,2499,v,vis,snake
DSC_2570,RAB,2548,d,vis,snake
DSC_2573,RAB,2548,v,vis,snake
DSC_2664,RAB,2664,d,vis,snake
DSC_2667,RAB,2664,v,vis,snake
DSC_2672,RAB,2666,d,vis,snake
DSC_2675,RAB,2666,v,vis,snake
DSC_2676,RAB,2667,d,vis,snake
DSC_2679,RAB,2667,v,vis,snake
DSC_2712,RAB,2683,d,vis,snake
DSC_2714,RAB,2683,v,vis,snake
DSC_2733,RAB,2688,d,vis,snake
DSC_2736,RAB,2688,v,vis,snake
DSC_2761,RAB,2706,d,vis,snake
DSC_2793,RAB,2713,v,vis,snake
DSC_2821,RAB,2737,d,vis,snake
DSC_2824,RAB,2737,v,vis,snake
DSC_2825,RAB,2738,d,vis,snake
DSC_2826,RAB,2738,v,vis,snake
DSC_2834,RAB,2794,d,vis,snake
DSC_2836,RAB,2794,v,vis,snake
DSC_2880,RAB,2815,d,vis,snake
DSC_2881,RAB,2815,v,vis,snake
DSC_2891,RAB,2868,d,vis,snake
DSC_2892,RAB,2868,v,vis,snake
DSC_2903,RAB,2871,d,vis,snake
DSC_2906,RAB,2871,v,vis,snake
DSC_2927,RAB,2900,d,vis,snake
DSC_2930,RAB,2900,v,vis,snake
DSC_2935,RAB,2915,d,vis,snake
DSC_2951,RAB,2920,d,vis,snake
DSC_2954,RAB,2920,v,vis,snake
V1,RAB,581,v,vis,snake
V2,RAB,1223,v,vis,snake
V3,RAB,936,v,vis,snake
V4,RAB,938,v,vis,snake
V5,RAB,1321,v,vis,snake
V6,RAB,607,v,vis,snake
V7,RAB,657,v,vis,snake
V8,RAB,955,v,vis,snake
V9,RAB,584,v,vis,snake
V10,RAB,1318,v,vis,snake
